LAMMPS data file via write_data, version 28 Mar 2023, timestep = 2000000, units = metal

1700 atoms
2 atom types

0 27.7768022710012 xlo xhi
0 27.7768022710012 ylo yhi
0 27.7768022710012 zlo zhi

Masses

1 10.811
2 15.9994

Atoms # atomic/kk

1631 2 4.7860128649432 6.718730419096318 4.990846663135963 0 0 0
630 1 0.564087742943274 0.9767951945300072 6.113235273685528 0 0 0
523 1 4.214934404013514 3.378885748200162 5.658911991170898 0 0 0
1344 2 3.5205967738808885 3.4672345068183272 4.527435233829277 0 0 0
1671 2 1.1455361389858145 3.609584309960795 4.287241642193007 0 0 0
262 1 2.431763598744725 3.133032092024971 3.780773085761242 0 0 0
717 2 1.722069266417273 1.6816001297853798 6.3053397062839975 0 0 0
310 1 0.6832687305726309 4.816869655316072 3.7899257562400654 0 0 0
1378 2 2.5038248021101515 2.3647969820966708 2.6303316601396998 0 0 0
1451 2 1.5452520297662966 5.608037356671195 3.0566979111433508 0 0 0
1238 2 5.546136980439659 3.948461241861819 5.607353692339558 0 1 0
315 1 3.522108023970779 1.8418527874165482 1.8876041115396043 0 0 0
41 1 5.653435859337654 2.105316507756725 2.8318888441219094 0 1 0
1180 2 5.124579464743696 1.3319792914625235 3.81895690440976 0 1 0
1258 2 4.762034601655196 2.3879538120041772 1.8003222528803469 0 0 0
1095 2 2.4242724786915266 6.667530961354515 4.914433717946088 0 0 0
500 1 3.600641195664907 6.56816274308676 5.651569396263767 0 0 0
1183 2 3.3185274418397444 0.6382417737245619 1.2755423739389902 0 0 0
759 2 4.951857384444002 0.5433157995133422 6.036316020133005 0 1 0
566 1 2.219488522939939 6.714714497575364 3.602634315535932 0 0 0
607 1 6.871697320744717 3.65955520373433 5.750342105798177 0 0 0
941 2 27.665738352505592 6.4497408971721315 0.588744334335781 -1 0 0
1370 2 10.936831467448046 6.827055690197896 2.3177649148431496 0 0 0
1213 2 6.9004219788517 2.743637205428251 2.9414037140422593 0 0 0
1012 2 7.325805037469152 2.3805715361425013 6.1048781565710355 0 1 0
1404 2 11.681127287583198 4.615239063530967 3.282074492105935 0 0 0
230 1 7.759965442680105 3.0449660805772023 1.936118772224992 0 0 0
1031 2 8.895324037973852 3.8842104676032982 2.0734633073013837 0 0 0
936 2 12.890898613433832 1.437090711304354 1.8712156045917199 0 1 0
963 2 9.953951763588828 5.150219640260037 4.77146122389264 0 0 0
48 1 12.231060827348575 0.8568183078886521 2.8822086787909034 0 1 0
851 2 8.908474750627246 0.8098747217860391 7.034850434789315 0 1 0
1662 2 9.440955943362436 5.612666696730781 6.988119025346641 0 0 0
1557 2 7.451826830604648 2.5693220721368677 0.6289558511797705 0 0 0
513 1 9.712424624782381 4.024134535949712 0.953050567687381 0 0 0
922 2 11.675679943820239 3.3868704259614444 5.283856816292344 0 0 0
42 1 11.086429499723707 4.415209078152756 4.461511866301482 0 0 0
