LMMPS data 
360 atoms 
2 atom types 
2.376538506640559 17.501461493359145 xlo xhi 
2.3751994769961353 17.49160052300398 ylo yhi 
3.118958710813059 22.968841289186454 zlo zhi 

 Masses 

1 10.811 
2 15.9994 

 Atoms # full 

1 1 14.7375 4.60228 8.39904
2 1 14.348 8.11265 17.744
3 1 9.15051 13.9125 5.4157
4 1 6.71861 16.0149 16.8916
5 1 2.75884 4.52439 21.0686
6 1 17.2103 17.2376 21.6405
7 1 16.7427 5.88255 4.666
8 1 2.63691 4.92789 6.47442
9 1 14.6677 6.58508 3.58965
10 1 15.6108 6.10392 10.0837
11 1 15.2067 3.83797 10.4812
12 1 12.7562 17.2217 4.16408
13 1 15.1774 2.37487 4.42668
14 1 13.8552 4.22519 3.48063
15 1 3.18624 6.60702 22.6409
16 1 4.3735 4.31074 8.11047
17 1 7.74356 14.6394 9.51544
18 1 5.72447 15.4603 8.90425
19 1 6.81828 16.5157 10.7087
20 1 5.06129 8.14613 18.8011
21 1 6.57204 6.74014 19.9808
22 1 5.74217 6.18481 17.7188
23 1 13.1686 7.60019 19.8261
24 1 16.4034 7.38036 18.5125
25 1 6.23162 3.64902 11.6538
26 1 5.17795 3.70449 13.9362
27 1 6.67151 4.93793 15.5778
28 1 4.27276 9.62864 17.4373
29 1 8.76993 6.394 21.5242
30 1 3.23037 10.6009 21.5279
31 1 15.3742 9.0493 22.5882
32 1 16.8145 11.4908 8.14215
33 1 15.2888 13.9641 10.2701
34 1 2.45928 12.8385 10.0854
35 1 4.63568 8.83357 22.4117
36 1 9.44017 12.3558 7.18108
37 1 9.62521 10.2686 5.20563
38 1 2.89135 7.32805 6.39273
39 1 16.2228 8.80559 7.04921
40 1 3.39262 9.66828 6.70648
41 1 16.9666 12.5522 5.88578
42 1 15.8502 17.057 12.1746
43 1 17.5098 8.57809 13.0725
44 1 16.1386 7.92473 11.2471
45 1 15.6641 9.90398 12.4336
46 1 15.7828 14.5034 19.9428
47 1 16.5656 15.8119 18.1928
48 1 16.4676 13.4091 17.9927
49 1 3.70192 9.2651 15.1768
50 1 4.77272 11.2356 16.0103
51 1 7.34664 17.5226 20.1403
52 1 8.20973 15.4921 19.0951
